;url;Population 0-14 ans;Population 15-29 ans;Population 30-44 ans;Population 45-59 ans;Population 60-74 ans;Population 75-89 ans;Population 90 ans et +;Sans diplôme;Brevet des collèges;CAP / BEP;Baccalauréat, brevet professionnel;Bac +2 à Bac +4;Bac +3 ou Bac +4;Bac +5 et plus;Couverture en très haut débit;Taux de chômage;Revenu médian;Taux de création d'entreprises;Prix médian au m2 d'un appartement;Evolution du prix médian au m2 d'un appartement;Prix médian au m2 d'une maison;Evolution du prix médian au m2 d'une maison;Cambriolages;Vols automobiles;Vols de particulier;Violences physiques;Violences sexuelles;Médecin;Dentiste;Infirmier;Pharmacie;Urgences;Crèche;Ecole maternelle;Ecole élementaire;Collège;Lycée;Hypermarché;Supermarché;Epicerie;Station service;Bureau de Poste;Hôtel;Restaurant;Boulangerie;Cinéma;Bibliothèque;Aeroport;Gare SNCF;Voisin 0;Voisin 1;Voisin 2;Voisin 3;Voisin 4;Voisin 5;Voisin 6;Voisin 7;Voisin 8;Voisin 9;Logements vacants;Résidences principales;Résidences secondaires;Propriétaires;Locataires;1 pièce;2 pièces;3 pièces;4 pièces;5 pièces et plus;Crimes et délits;Nom;Code postal;Evolution du nombre d'habitants;Habitants;Densité;Part de maisons;Part d'appartements
219;https://www.villesavivre.fr/bazoches-sur-guyonne-78050;19,2%;15,5%;16,9%;26,1%;16,4%;5,8%;0,2%;7,1%;3%;17,8%;19,6%;14,4%;13,4%;24,8%;92,68%;6,44%;37920;6,4%;Not found!;Not found!;3889;+25,98%;467;474;643;315;67;Saint-Rémy-l'Honoré (2,9 km);Montfort-l'Amaury (3,1 km);Méré (2,6 km);Montfort-l'Amaury (3,2 km);Trappes (10,2 km);Méré (2,9 km);Le Tremblay-sur-Mauldre (1,8 km);1;Montfort-l'Amaury (2,6 km);Villiers-Saint-Frédéric (4,7 km);Maurepas (5 km);Méré (2,6 km);Le Tremblay-sur-Mauldre (1,8 km);Méré (2,8 km);Montfort-l'Amaury (3,1 km);Montfort-l'Amaury (3,1 km);2;Les Mesnuls (2,1 km);Élancourt (7,2 km);1;37,7;Méré (4,2 km);Saint-Rémy-l'Honoré à 3,3 km;Jouars-Pontchartrain à 4,5 km;Coignières à 5,3 km;Méré à 3,4 km;Mareil-le-Guyon à 1,9 km;Les Mesnuls à 2,5 km;Le Tremblay-sur-Mauldre à 2,2 km;Neauphle-le-Vieux à 4,7 km;Galluis à 5,2 km;Montfort-l'Amaury à 3,2 km;6,8%;77%;16,2%;Not found!;8,3%;0,9%;3,4%;7,7%;11,1%;77%;3925;Bazoches-sur-Guyonne;78490;11,59%;674;119;Not found!;2%
220;https://www.villesavivre.fr/saint-illiers-la-ville-78558;19,2%;18,5%;17,2%;26,8%;14,4%;3,8%;0%;18,1%;4,1%;26,3%;22,6%;13,8%;6,5%;8,6%;44,9%;7,93%;26010;10,7%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Bréval (3,9 km);Bréval (3,9 km);Bréval (1,6 km);Bréval (3,7 km);Mantes-la-Jolie (9,9 km);Rosny-sur-Seine (6,8 km);Lommoye (2,8 km);1;Bréval (3,9 km);Magnanville (10,3 km);Buchelay (10,3 km);Bréval (3,9 km);Rosny-sur-Seine (6,9 km);Bréval (3,7 km);Bréval (3,8 km);Rolleboise (6,3 km);1;Saint-Illiers-le-Bois (3,5 km);Mantes-la-Jolie (10,5 km);Bréval (3,6 km);53;Bréval (3,8 km);Neauphlette à 4,7 km;Rosny-sur-Seine à 5,1 km;Saint-Illiers-le-Bois à 2,8 km;Lommoye à 3 km;Boissy-Mauvoisin à 3 km;Perdreauville à 5,1 km;Cravent à 4,5 km;Ménerville à 4,5 km;Bréval à 2,5 km;La Villeneuve-en-Chevrie à 4,4 km;2,3%;43,1%;54,6%;Not found!;25%;0%;6,3%;12,1%;20,9%;60,7%;4026;Saint-Illiers-la-Ville;78980;6,38%;367;57;Not found!;6,7%
221;https://www.villesavivre.fr/bouqueval-95094;16,3%;21,5%;17,9%;22,8%;14%;6,8%;0,7%;26,1%;4%;30,5%;16,4%;10,2%;7,1%;5,8%;100%;10,78%;21900;25%;Not found!;Not found!;Not found!;Not found!;438;1476;1123;722;257;Gonesse (2,2 km);Gonesse (2,3 km);Gonesse (2,2 km);Goussainville (1,9 km);Gonesse (3,4 km);Villiers-le-Bel (2,5 km);1;1;Goussainville (1,9 km);Goussainville (2,1 km);Goussainville (1,9 km);Gonesse (2,3 km);Goussainville (1,5 km);Goussainville (1,9 km);Goussainville (2 km);Goussainville (1,9 km);Gonesse (1,9 km);Goussainville (1,9 km);Gonesse (2,3 km);Gonesse (2,4 km);8,1;Goussainville (2,5 km);Écouen à 3,3 km;Le Mesnil-Aubry à 4,5 km;Goussainville à 2,7 km;Fontenay-en-Parisis à 3,3 km;Arnouville à 4,1 km;Le Thillay à 3,6 km;Villiers-le-Bel à 2,5 km;Gonesse à 4,5 km;Vaudherland à 4,8 km;Le Plessis-Gassot à 1,9 km;8,5%;89,2%;2,3%;Not found!;32,8%;3,5%;13,8%;13%;25%;44,7%;6584;Bouqueval;95720;-0,97%;305;109;Not found!;24,6%
222;https://www.villesavivre.fr/jouy-mauvoisin-78324;15,5%;15,9%;16%;22,7%;23,8%;6,1%;0%;19,3%;4,5%;34%;16,7%;11,7%;8,8%;5%;92,52%;5,69%;26970;4,5%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Buchelay (2,8 km);Buchelay (2,5 km);Buchelay (2,8 km);Buchelay (2,6 km);Mantes-la-Jolie (3,4 km);Rosny-sur-Seine (2,5 km);1;1;Magnanville (2,9 km);Magnanville (2,9 km);Buchelay (2,9 km);Buchelay (2,5 km);Mantes-la-Ville (3,1 km);Rosny-sur-Seine (2,3 km);Rosny-sur-Seine (3,2 km);Mantes-la-Jolie (3,4 km);1;Buchelay (1,8 km);Mantes-la-Jolie (3,9 km);1;57,4;Rosny-sur-Seine (2,9 km);Le Tertre-Saint-Denis à 4,5 km;Rosny-sur-Seine à 3,8 km;Fontenay-Mauvoisin à 1,5 km;Favrieux à 3,3 km;Magnanville à 2,9 km;Soindres à 2,9 km;Perdreauville à 2,5 km;Ménerville à 4,1 km;Buchelay à 2,3 km;Mantes-la-Jolie à 4,4 km;1,7%;97,4%;0,9%;Not found!;8,1%;0%;4,5%;10,3%;18,8%;66,5%;4026;Jouy-Mauvoisin;78200;0,54%;557;198;Not found!;7,8%
223;https://www.villesavivre.fr/attainville-95028;18%;16,8%;19,9%;26%;15,8%;2,8%;0,6%;14,4%;6%;26,6%;20,1%;15,8%;11%;6,1%;98,57%;4,39%;28730;27,8%;Not found!;Not found!;3614;+2,29%;438;1476;1123;722;257;1;1;Moisselles (1,7 km);Montsoult (2,4 km);Eaubonne (8,9 km);Moisselles (1,5 km);1;1;Montsoult (2,1 km);Domont (3,4 km);Moisselles (1,9 km);Ézanville (3,1 km);Domont (2 km);1;Moisselles (1,7 km);Baillet-en-France (1,9 km);3;Moisselles (1,6 km);Domont (3,6 km);Montsoult (2,4 km);13,7;Villaines-sous-Bois (2 km);Montsoult à 3,6 km;Baillet-en-France à 3,5 km;Maffliers à 3,9 km;Belloy-en-France à 3,8 km;Domont à 3,9 km;Villaines-sous-Bois à 1,7 km;Ézanville à 2,6 km;Moisselles à 1,9 km;Villiers-le-Sec à 3,1 km;Le Mesnil-Aubry à 3,1 km;4,9%;94,9%;0,2%;Not found!;13,4%;2,6%;5,5%;8,9%;18,8%;64,2%;6584;Attainville;95570;1,96%;1 765;247;Not found!;12,8%
224;https://www.villesavivre.fr/thoiry-78616;21,8%;16,5%;22,5%;19,6%;13,4%;5,4%;0,6%;12,5%;3,4%;22,1%;16,1%;17,4%;14,6%;14%;88,7%;5,59%;29150;15,5%;Not found!;Not found!;2950;-29,76%;501;595;511;384;56;4;1;5;1;Aubergenville (9,9 km);1;1;1;Maule (5,6 km);La Queue-les-Yvelines (7,8 km);Flins-sur-Seine (11,5 km);1;Beynes (5,8 km);1;1;1;2;1;Maule (5,8 km);1;44,4;Beynes (5,9 km);Villiers-le-Mahieu à 2,8 km;Montainville à 4,1 km;Marcq à 2,1 km;Andelu à 1,9 km;Flexanville à 4,5 km;Saulx-Marchais à 4,1 km;Jumeauville à 4 km;Goupillières à 2,5 km;Autouillet à 3,2 km;Auteuil à 4 km;6,1%;91,5%;2,4%;Not found!;27%;3,3%;12,3%;14,9%;15,3%;54,2%;4026;Thoiry;78770;1,27%;1 432;202;Not found!;27,5%
225;https://www.villesavivre.fr/conflans-sainte-honorine-78172;20,5%;17,1%;20,9%;20,3%;13,2%;6,7%;1,3%;17,2%;5,2%;19,3%;19,4%;13,2%;11,3%;14,4%;96,19%;7,06%;26620;23,4%;3316;-9,47%;4495;-0,4%;505;712;815;748;76;23;26;23;9;Maisons-Laffitte (6,7 km);7;11;10;3;2;1;4;13;6;2;2;118;23;1;1;25;2;Chanteloup-les-Vignes à 5,6 km;Maurecourt à 3,4 km;Herblay-sur-Seine à 3,7 km;Andrésy à 4,1 km;Éragny à 2,3 km;Pierrelaye à 5 km;Jouy-le-Moutier à 4,9 km;Saint-Ouen-l'Aumône à 5,4 km;Achères à 3,2 km;Neuville-sur-Oise à 3,3 km;7,1%;92%;0,9%;Not found!;37,2%;4,9%;12,2%;26,8%;25,9%;30,1%;5197;Conflans-Sainte-Honorine;78700;1,47%;35 926;3629;Not found!;46,7%
226;https://www.villesavivre.fr/saint-martin-du-tertre-95566;22,3%;15,8%;22,3%;17,8%;14,1%;6,4%;1,3%;20%;4,2%;29,5%;18,6%;12,8%;8,9%;5,9%;96,33%;6,07%;25330;23,8%;Not found!;Not found!;3229;+5,25%;492;1041;896;668;97;2;Viarmes (3,2 km);2;1;Beaumont-sur-Oise (5,6 km);Presles (3,8 km);1;1;Viarmes (3,3 km);Beaumont-sur-Oise (5,5 km);Persan (6,2 km);Maffliers (2,9 km);Viarmes (3,5 km);Maffliers (2,7 km);Belloy-en-France (3,1 km);Maffliers (3,9 km);2;1;Beaumont-sur-Oise (5,7 km);1;18,5;Belloy-en-France (2 km);Villaines-sous-Bois à 3,6 km;Belloy-en-France à 2,9 km;Viarmes à 3,9 km;Montsoult à 4,2 km;Nerville-la-Forêt à 4,5 km;Nointel à 4,1 km;Maffliers à 2,8 km;Presles à 3,7 km;Seugy à 4,8 km;Noisy-sur-Oise à 3,5 km;4,3%;94,8%;0,9%;Not found!;31%;1,9%;7,3%;16,4%;27,5%;47%;5620;Saint-Martin-du-Tertre;95270;-3,97%;2 663;201;Not found!;23,1%
227;https://www.villesavivre.fr/sarcelles-95585;25,3%;22,2%;18,7%;17,8%;10,9%;4,5%;0,6%;38%;5,8%;19,6%;17,7%;7,8%;5,9%;5,2%;97,12%;14,55%;16380;22,3%;2114;+0,86%;3281;-2,73%;454;1237;1302;1371;69;48;28;70;18;1;13;25;27;12;6;2;8;53;1;3;3;252;38;1;2;5,9;Saint-Brice-sous-Forêt (1,1 km);Villiers-le-Bel à 2,6 km;Saint-Brice-sous-Forêt à 2,6 km;Écouen à 4 km;Stains à 3,7 km;Garges-lès-Gonesse à 2,8 km;Pierrefitte-sur-Seine à 3,5 km;Montmagny à 3,4 km;Arnouville à 2,7 km;Groslay à 2,3 km;Piscop à 4,1 km;4,5%;94,8%;0,7%;30,5%;Not found!;3%;10,8%;33,7%;33,3%;19,2%;8077;Sarcelles;95200;1,11%;58 424;6914;17,3%;Not found!
228;https://www.villesavivre.fr/noisy-sur-oise-95456;17,1%;19,4%;17,6%;26%;15%;4,5%;0,3%;13,6%;6,1%;24,4%;19,8%;13,6%;12,9%;9,6%;92,42%;7,14%;27020;21,1%;Not found!;Not found!;2754;-3,94%;492;1041;896;668;97;Asnières-sur-Oise (2,1 km);Beaumont-sur-Oise (3 km);Asnières-sur-Oise (2 km);Asnières-sur-Oise (2 km);Beaumont-sur-Oise (3 km);Beaumont-sur-Oise (3 km);1;1;Bernes-sur-Oise (2,9 km);Beaumont-sur-Oise (2,6 km);Persan (3,7 km);Beaumont-sur-Oise (2,9 km);Beaumont-sur-Oise (2,3 km);Viarmes (3,3 km);Asnières-sur-Oise (2 km);Persan (3,8 km);Asnières-sur-Oise (2 km);Asnières-sur-Oise (2,1 km);Beaumont-sur-Oise (3,4 km);Bruyères-sur-Oise (2,5 km);21,2;Bruyères-sur-Oise (2,3 km);Asnières-sur-Oise à 3,8 km;Bernes-sur-Oise à 4 km;Bruyères-sur-Oise à 2,9 km;Viarmes à 3,9 km;Persan à 4,6 km;Presles à 3,9 km;Saint-Martin-du-Tertre à 3,5 km;Mours à 4,8 km;Nointel à 2,6 km;Beaumont-sur-Oise à 2,1 km;6,5%;89,7%;3,8%;Not found!;23,6%;2,8%;10,4%;12,3%;26,2%;48,3%;5620;Noisy-sur-Oise;95270;-8,07%;615;162;Not found!;14,6%
229;https://www.villesavivre.fr/buchelay-78118;23,7%;17,4%;22,8%;17,8%;13,6%;4,5%;0,3%;22,3%;4,7%;26,2%;17,3%;12,9%;8,5%;8%;94,25%;9,31%;23710;19,4%;Not found!;Not found!;3148;+7,66%;328;502;632;813;68;2;2;1;1;Mantes-la-Jolie (1,5 km);Mantes-la-Ville (2,8 km);1;1;Mantes-la-Jolie (1,7 km);Mantes-la-Jolie (2,1 km);1;3;Mantes-la-Jolie (1,2 km);1;Magnanville (1,7 km);Mantes-la-Jolie (1,4 km);20;2;Mantes-la-Jolie (1,9 km);1;55,7;Mantes-la-Jolie (2,2 km);Auffreville-Brasseuil à 4 km;Vert à 4,9 km;Mantes-la-Jolie à 2,2 km;Guernes à 4,2 km;Perdreauville à 4,7 km;Soindres à 3,4 km;Jouy-Mauvoisin à 2,3 km;Mantes-la-Ville à 3 km;Magnanville à 1,9 km;Fontenay-Mauvoisin à 3,3 km;3,2%;95,5%;1,3%;Not found!;35,8%;1,7%;12,4%;16,2%;26,2%;43,4%;4746;Buchelay;78200;5,46%;3 340;676;Not found!;31,1%
230;https://www.villesavivre.fr/mery-sur-oise-95394;22,7%;18,7%;21,1%;21,9%;11,7%;3,5%;0,4%;18,2%;4,7%;25,2%;18,6%;14,4%;10,4%;8,5%;98,31%;7,22%;25700;18,7%;3595;+13,55%;3662;-5,69%;569;1162;612;339;63;3;3;5;2;Pontoise (5,9 km);3;5;5;1;Saint-Ouen-l'Aumône (3,2 km);Saint-Ouen-l'Aumône (3,8 km);1;3;2;1;Auvers-sur-Oise (1,8 km);17;1;1;1;22,2;1;Bessancourt à 2,6 km;Auvers-sur-Oise à 3,2 km;Frépillon à 2,3 km;Valmondois à 4,8 km;Beauchamp à 4,6 km;Saint-Ouen-l'Aumône à 3,5 km;Taverny à 4,6 km;Butry-sur-Oise à 3,4 km;Mériel à 3,8 km;Pierrelaye à 4,1 km;3,9%;95,4%;0,6%;Not found!;30,4%;3,2%;10,4%;19,9%;25,5%;41%;4303;Méry-sur-Oise;95540;3,44%;10 046;899;Not found!;34,1%
231;https://www.villesavivre.fr/bois-colombes-92009;19,2%;18,3%;21,4%;21%;12,1%;6,5%;1,5%;14,3%;5,2%;12,6%;15%;11,4%;14,3%;27,3%;94,61%;7,2%;31490;23%;6514;-4,7%;9285;-3,39%;430;760;1700;795;49;11;19;13;10;Colombes (2,5 km);9;7;8;2;2;Colombes (1,4 km);4;20;Asnières-sur-Seine (1,1 km);1;Asnières-sur-Seine (0,5 km);97;18;1;1;12,6;2;Asnières-sur-Seine à 1,4 km;Colombes à 1,7 km;La Garenne-Colombes à 1,9 km;Paris 17e Arrondissement à 4,2 km;Courbevoie à 2,1 km;Puteaux à 4,1 km;Gennevilliers à 2,8 km;Neuilly-sur-Seine à 3,3 km;Levallois-Perret à 2,6 km;Clichy à 3 km;6,3%;91,2%;2,5%;Not found!;46,2%;13%;25,6%;27,6%;16%;17,9%;6558;Bois-Colombes;92270;5,09%;29 765;15503;18,8%;Not found!
232;https://www.villesavivre.fr/saint-witz-95580;18,9%;15,9%;15,5%;26%;17,4%;5,9%;0,3%;8,7%;4,4%;14,7%;18,4%;16,1%;16,7%;21,1%;96,8%;4,68%;34650;16,9%;Not found!;Not found!;3250;-4,64%;438;1476;1123;722;257;3;2;1;1;Senlis (12,4 km);1;1;1;Marly-la-Ville (3,4 km);1;1;Survilliers (1,9 km);1;Vémars (1,5 km);Survilliers (1,4 km);8;10;1;Fosses (2,6 km);1;8,4;Fosses (2,5 km);Vémars à 2,7 km;Puiseux-en-France à 5,1 km;Fosses à 4,2 km;Chennevières-lès-Louvres à 4,8 km;Plailly à 3,5 km;Villeron à 3,1 km;La Chapelle-en-Serval à 4,4 km;Moussy-le-Neuf à 4,4 km;Survilliers à 2,4 km;Marly-la-Ville à 3,2 km;5,5%;93,5%;1,1%;Not found!;9,3%;0,7%;3,3%;3,4%;14%;78,6%;6584;Saint-Witz;95470;1,34%;2 419;316;Not found!;9%
233;https://www.villesavivre.fr/carrieres-sous-poissy-78123;24,2%;18,4%;24%;17,8%;10,6%;4,3%;0,7%;24,8%;4,8%;20,2%;15,4%;11,4%;10,7%;12,7%;91,42%;10%;21900;34%;4000;-1,91%;3734;+8,8%;505;712;815;748;76;8;11;8;4;Poissy (3,1 km);6;7;7;2;Poissy (2,3 km);2;1;4;2;1;Poissy (1,6 km);28;5;Poissy (2,2 km);1;29,6;Poissy (1,7 km);Andrésy à 4,3 km;Médan à 3,2 km;Aigremont à 5,1 km;Chanteloup-les-Vignes à 3,4 km;Poissy à 2,5 km;Saint-Germain-en-Laye à 5 km;Triel-sur-Seine à 3,9 km;Vernouillet à 4,5 km;Villennes-sur-Seine à 2,6 km;Achères à 5,2 km;6,7%;91,2%;2,1%;39,3%;Not found!;9,6%;16,3%;26,5%;28,3%;19,3%;5197;Carrières-sous-Poissy;78955;14,23%;18 316;2547;28,6%;Not found!
234;https://www.villesavivre.fr/orcemont-78464;21,6%;16,3%;19,7%;22,9%;14,8%;4,1%;0,5%;9,6%;5,7%;20,1%;20,4%;18,2%;13,5%;12,5%;96,99%;4,4%;30160;22%;Not found!;Not found!;3302;+3,51%;467;474;643;315;67;Rambouillet (4,5 km);Gazeran (2,8 km);Rambouillet (4,2 km);Rambouillet (5,2 km);Rambouillet (6,3 km);Rambouillet (4,5 km);1;1;Rambouillet (4,4 km);Rambouillet (5 km);Rambouillet (3,5 km);Rambouillet (5,2 km);Rambouillet (5,3 km);Prunay-en-Yvelines (3,4 km);Rambouillet (5,7 km);Rambouillet (3 km);Orphin (2,9 km);Rambouillet (3,6 km);Rambouillet (5,4 km);1;42,9;Gazeran (4,2 km);Orphin à 3 km;Gazeran à 4,7 km;Clairefontaine-en-Yvelines à 7,5 km;Prunay-en-Yvelines à 7,9 km;Émancé à 5,6 km;Droue-sur-Drouette à 8 km;Sonchamp à 4,5 km;Rambouillet à 6,4 km;Saint-Hilarion à 6,6 km;Écrosnes à 7,4 km;3,2%;94,2%;2,6%;Not found!;17,6%;1,2%;5%;6,2%;19,1%;68,5%;3925;Orcemont;78125;0,51%;995;95;Not found!;7,8%
235;https://www.villesavivre.fr/les-mureaux-78440;25,3%;19,2%;20,5%;16,9%;12,7%;5%;0,4%;38,3%;5%;20,2%;16,2%;8,8%;6,3%;5,3%;92,32%;12,17%;17960;22,4%;2038;-2,3%;2938;+0,96%;292;547;822;1027;97;19;14;23;8;Meulan-en-Yvelines (1,5 km);6;13;13;3;2;1;5;23;1;2;2;101;19;1;Meulan-en-Yvelines (2,6 km);38,2;1;Meulan-en-Yvelines à 1,9 km;Mézy-sur-Seine à 3,6 km;Bouafle à 3,5 km;Évecquemont à 3,7 km;Gaillon-sur-Montcient à 4,7 km;Flins-sur-Seine à 3,8 km;Chapet à 3 km;Hardricourt à 3,1 km;Verneuil-sur-Seine à 3,6 km;Tessancourt-sur-Aubette à 4 km;4,9%;94,4%;0,7%;42,8%;Not found!;4%;13,1%;30,5%;30,8%;21,6%;6975;Les Mureaux;78130;4,3%;33 977;2834;32,3%;Not found!
236;https://www.villesavivre.fr/clery-en-vexin-95166;23%;12,4%;23,3%;23%;15%;3%;0,2%;15,1%;5,5%;20,9%;22,5%;14,5%;12%;9,5%;100%;5,78%;28230;12,9%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Magny-en-Vexin (5 km);Magny-en-Vexin (5,1 km);Magny-en-Vexin (5 km);Magny-en-Vexin (5,2 km);Magny-en-Vexin (5,3 km);Magny-en-Vexin (4,9 km);1;1;Magny-en-Vexin (4,9 km);Cergy (14,7 km);Limay (17,2 km);Magny-en-Vexin (4,7 km);1;Charmont (4,3 km);Magny-en-Vexin (5,2 km);Seraincourt (9,5 km);1;Nucourt (3 km);Cergy (15,1 km);Commeny (3 km);40,8;Chars (7,3 km);Magny-en-Vexin à 4,2 km;Banthelu à 2,5 km;Wy-dit-Joli-Village à 4,4 km;Moussy à 4,4 km;Charmont à 4,3 km;Avernes à 4,6 km;Nucourt à 3,1 km;Le Bellay-en-Vexin à 2,9 km;Commeny à 2,9 km;Guiry-en-Vexin à 1,9 km;4,8%;92%;3,2%;Not found!;14,4%;0%;4,7%;6,5%;19,3%;69,5%;4303;Cléry-en-Vexin;95420;0,66%;459;90;Not found!;7,1%
237;https://www.villesavivre.fr/herblay-sur-seine-95306;22,3%;18,5%;21,4%;19,8%;11,9%;5,4%;0,7%;18,9%;4,5%;21,1%;17,3%;13,6%;11,1%;13,4%;97,91%;7,46%;26570;23,4%;3722;-4,74%;4256;-3,07%;478;1205;1020;942;87;13;11;31;7;Maisons-Laffitte (5,6 km);5;9;10;4;1;Montigny-lès-Cormeilles (3,6 km);7;10;3;1;2;57;16;Montigny-lès-Cormeilles (3,1 km);1;21,4;1;Éragny à 4,2 km;Cormeilles-en-Parisis à 5 km;Montigny-lès-Cormeilles à 3,3 km;Saint-Ouen-l'Aumône à 5,1 km;Maisons-Laffitte à 5,3 km;La Frette-sur-Seine à 3,5 km;Pierrelaye à 2,2 km;Beauchamp à 3,4 km;Bessancourt à 5,4 km;Conflans-Sainte-Honorine à 3,7 km;8,8%;90,7%;0,5%;Not found!;33,8%;5,3%;12,6%;20,6%;23,2%;38,3%;6459;Herblay-sur-Seine;95220;8,74%;31 605;2481;Not found!;43,2%
238;https://www.villesavivre.fr/flacourt-78234;19,3%;15,1%;22,9%;25,9%;11,4%;5,4%;0%;13,7%;4%;32,3%;23,4%;11,3%;8,1%;7,3%;100%;6,25%;25730;13,3%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Septeuil (5,1 km);Longnes (4,3 km);Longnes (4,2 km);Dammartin-en-Serve (3,6 km);Mantes-la-Jolie (7,7 km);Favrieux (1,2 km);Dammartin-en-Serve (3,6 km);Boinvilliers (2,1 km);Magnanville (5,1 km);Magnanville (4,8 km);Buchelay (6,3 km);Septeuil (5,3 km);Vert (3,8 km);Longnes (3,9 km);Septeuil (5,2 km);Magnanville (6,3 km);Rosay (3,1 km);Vert (3,7 km);Mantes-la-Jolie (8,1 km);Dammartin-en-Serve (3,6 km);57,5;Rosny-sur-Seine (7,4 km);Favrieux à 1,4 km;Villette à 3,8 km;Courgent à 4,2 km;Le Tertre-Saint-Denis à 2,8 km;Vert à 3,1 km;Dammartin-en-Serve à 2,9 km;Boinvilliers à 2 km;Fontenay-Mauvoisin à 3,2 km;Soindres à 3,2 km;Rosay à 3,9 km;2,7%;89,3%;8%;Not found!;3,2%;0%;1,6%;17,2%;17,2%;64,1%;4026;Flacourt;78200;20%;186;43;Not found!;2,8%
239;https://www.villesavivre.fr/juziers-78327;18,5%;16,3%;19,6%;23,2%;14,9%;7,2%;0,3%;18,1%;4,8%;30,4%;18,1%;11,7%;9%;7,9%;94,89%;6,98%;25250;17,6%;3907;+1475,4%;3130;+0,97%;328;502;632;813;68;3;Gargenville (2,4 km);5;1;Aubergenville (4,9 km);Oinville-sur-Montcient (3,3 km);1;1;Gargenville (1,9 km);Aubergenville (5,4 km);Flins-sur-Seine (4,1 km);1;1;1;Gargenville (2,4 km);Les Mureaux (4,2 km);11;2;Aubergenville (4,7 km);1;43,7;1;Oinville-sur-Montcient à 2,8 km;Brueil-en-Vexin à 3,5 km;Hardricourt à 3,7 km;Gaillon-sur-Montcient à 5,3 km;Gargenville à 2,3 km;Guitrancourt à 4,6 km;Mézy-sur-Seine à 2,2 km;Issou à 4,1 km;Flins-sur-Seine à 4,3 km;Aubergenville à 4,2 km;6,1%;81,2%;12,7%;Not found!;25,8%;3%;11,2%;14,7%;21,2%;49,9%;4746;Juziers;78820;5,8%;3 976;402;Not found!;22%
240;https://www.villesavivre.fr/velizy-villacoublay-78640;17,9%;19,7%;21,3%;19,1%;13,3%;7,9%;0,8%;12,7%;5,1%;20,4%;18,2%;14,8%;10,1%;18,8%;94,68%;5,63%;28070;19,5%;4423;-2,36%;6168;-18,76%;566;726;1363;629;76;14;23;12;6;Meudon (2,6 km);14;8;7;2;Chaville (2,8 km);1;2;1;4;2;6;110;11;1;1;13,6;Viroflay (2,1 km);Le Plessis-Robinson à 4,6 km;Les Loges-en-Josas à 4,9 km;Chaville à 2,7 km;Meudon à 3,1 km;Viroflay à 2,8 km;Clamart à 4,4 km;Sèvres à 4,2 km;Jouy-en-Josas à 3,2 km;Bièvres à 3,1 km;Ville-d'Avray à 4,5 km;7,2%;88,1%;4,7%;42%;Not found!;14,1%;15,1%;27,1%;25,1%;18,7%;6187;Vélizy-Villacoublay;78140;5,56%;22 713;2543;13,8%;Not found!
241;https://www.villesavivre.fr/septeuil-78591;19,6%;13,7%;19,1%;20,3%;17,3%;8,2%;1,7%;17,7%;5,7%;23,1%;16,8%;17,5%;9,4%;9,8%;89,77%;4,09%;27470;15,9%;Not found!;Not found!;2836;-6,71%;501;595;511;384;56;4;3;4;1;Mantes-la-Jolie (12,3 km);Dammartin-en-Serve (5,2 km);1;1;Orgerus (5,2 km);Magnanville (8,7 km);Buchelay (10,4 km);1;2;Orgerus (6,2 km);1;Villiers-le-Mahieu (7 km);8;1;Mantes-la-Jolie (11,4 km);1;52,8;Tacoignières (6,6 km);Villette à 4,4 km;Courgent à 2 km;Rosay à 2,6 km;Montchauvet à 4,3 km;Boinvilliers à 3,9 km;Mulcent à 2,6 km;Osmoy à 3,6 km;Saint-Martin-des-Champs à 2,8 km;Arnouville-lès-Mantes à 3,7 km;Prunay-le-Temple à 3,3 km;8,3%;85,9%;5,8%;Not found!;19,1%;1,8%;7,6%;12,4%;19,1%;59%;4026;Septeuil;78790;-3,07%;2 272;242;Not found!;13,8%
242;https://www.villesavivre.fr/beaumont-sur-oise-95052;20,6%;19,4%;21%;19,2%;13,1%;5,7%;1,1%;23,6%;7%;25,2%;18,2%;11,3%;8,5%;6,2%;97,71%;10,16%;21590;18,7%;2953;-0,91%;3277;+1,24%;492;1041;896;668;97;8;5;12;3;1;2;5;5;2;1;Persan (1,6 km);3;6;2;1;Persan (1,7 km);40;8;1;1;23,2;Nointel (1,7 km);Bernes-sur-Oise à 2,8 km;Nointel à 1,4 km;Persan à 2,5 km;Presles à 3,3 km;Mours à 2,9 km;Saint-Martin-du-Tertre à 4,8 km;Champagne-sur-Oise à 5,3 km;Le Mesnil-en-Thelle à 4,2 km;Bruyères-sur-Oise à 3,1 km;Noisy-sur-Oise à 2,1 km;8,5%;90,8%;0,6%;Not found!;45,9%;8,4%;20,6%;21,1%;22,5%;27,4%;5620;Beaumont-sur-Oise;95260;-0,07%;9 590;1713;43,9%;Not found!
